file_size,entropy,nb_sections,size_code,size_image,entry_point,subsystem,dll_char,machine,sect_entropy_max,sect_entropy_mean,nb_dll,nb_imports,api_CreateRemoteThread,api_VirtualAllocEx,api_WriteProcessMemory,api_LoadLibraryA,api_GetProcAddress,api_RegSetValueExA,api_InternetOpenA,api_URLDownloadToFileA,api_CreateProcessA,api_ShellExecuteA,api_WinExec,api_IsDebuggerPresent,api_CryptEncrypt,api_OpenProcess,api_SetWindowsHookExA,api_CreateMutexA,label
8491088,6.4244,8,6074368,8556544,5400592,3,16736,34404,6.6294,4.1669,9,189,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
61376,5.0777,2,0,53248,0,3,16736,34404,3.7471,2.5923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230160,6.1861,3,215552,245760,223238,3,34144,332,6.0856,3.0637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212512,6.4936,7,142848,212992,82368,2,16736,34404,6.4282,3.8012,17,154,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
608664,6.1378,7,397824,626688,380496,3,16736,34404,6.3663,3.9922,13,133,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22937976,6.1828,2,0,22933504,0,2,17728,332,6.1821,4.4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704944,5.9551,3,691712,720896,698886,3,34144,332,5.9245,2.9279,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47416,7.3328,2,0,36864,0,3,16736,34404,7.2869,4.3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543312,6.4258,9,397824,577536,67360,2,49504,34404,6.5017,3.8991,9,129,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
54181,5.829,10,29184,86016,4096,3,32768,34404,6.0656,2.9455,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151552,6.0161,5,132096,163840,127728,2,16704,332,6.4085,4.7977,24,96,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
73408,5.811,2,55808,65536,0,3,1344,332,5.0411,4.1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34304,4.9015,3,31744,57344,39710,3,34112,332,5.0268,2.5652,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76560,6.2624,3,61952,90112,69850,3,34144,332,5.9266,3.0605,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113171,6.245,11,81920,147456,5152,3,1344,332,6.2755,2.9535,3,156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1735088,6.5647,13,1379840,1810432,1188560,3,49504,34404,6.5606,3.4431,8,181,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
166152,6.3467,3,135168,155648,0,3,33120,34404,6.4808,4.2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80880,6.9205,5,56832,77824,55696,3,16704,332,6.5941,4.9067,6,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38544,6.3178,2,26112,49152,0,3,34144,34404,5.7971,4.2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6157312,6.285,6,3925504,6344704,3654512,2,16736,34404,6.3896,4.8812,28,544,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0
22048,6.5559,3,9216,40960,17218,3,34112,332,5.7647,2.9873,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22296,6.3701,3,9216,40960,17102,3,34144,332,5.0263,2.6078,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3320912,6.5654,9,2308608,3358720,578560,3,16736,34404,6.5184,3.9462,1,154,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
189120,6.3128,3,170496,196608,178574,3,34112,332,6.158,3.0673,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83016,6.3919,3,70144,98304,78138,3,34144,332,6.241,2.957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405352,6.1023,7,229376,421888,216672,3,16736,34404,6.3871,3.9747,12,133,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1106760,6.2394,7,348160,1110016,337520,3,16736,34404,6.3333,4.8801,17,277,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
77942,6.0212,10,55808,950272,4096,3,32768,34404,6.1815,2.8602,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852872,5.6939,8,424448,856064,413616,2,49504,34404,6.3621,3.9186,14,290,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2891640,5.9881,7,1696768,2920448,1539904,3,16736,34404,6.2826,4.7596,21,388,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
530451,5.8998,11,261632,561152,5152,3,1344,332,6.508,2.892,9,324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24083,5.894,10,14848,57344,5152,3,1344,332,6.3326,2.5126,3,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2077352,6.5969,7,1893888,2080768,1824436,3,352,34404,6.686,5.1831,6,336,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
44336,7.3014,2,0,36864,0,3,16736,34404,7.1131,4.2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15662568,7.9979,4,37376,102400,16315,2,0,332,6.7383,5.4064,3,79,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
917446,6.1511,10,712704,1003520,4096,3,32768,34404,6.131,3.6404,2,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53040,6.8158,2,0,45056,0,3,16736,34404,6.1221,3.7649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34817,5.5864,10,16896,69632,4096,3,32768,34404,5.9977,2.7902,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237328,6.3359,5,1242112,2236416,14077,3,320,332,6.6888,4.901,17,526,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
155544,6.0597,8,74752,172032,67856,3,16736,34404,6.1655,3.361,6,125,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
956288,6.177,8,679936,970752,659872,3,16736,34404,6.3566,4.3665,10,242,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
150196,6.2343,10,123904,176128,4592,3,352,34404,6.2101,3.0807,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31840,5.133,5,1024,40960,4848,2,17728,332,3.4383,1.6314,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66872,5.6792,4,1024,77824,4996,2,1024,332,5.6832,4.4778,5,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113467,6.135,10,82944,139264,4592,3,352,34404,6.1743,3.2938,2,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
608664,6.1379,7,397824,626688,380496,3,16736,34404,6.3663,3.9923,13,133,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
334536,6.3963,6,184832,319488,181520,3,16736,34404,6.2153,4.9377,9,126,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
165168,5.6982,6,61440,184320,57904,3,16736,34404,6.3019,4.1885,8,73,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
164352,5.8979,3,161792,188416,169578,3,34144,332,5.9389,2.8896,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337248,5.8448,7,178688,335872,169584,2,16736,34404,6.2964,4.129,16,181,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
173072,6.2976,7,104960,172032,104112,3,16736,34404,6.1579,3.8954,19,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13843,4.9327,10,6656,49152,5152,3,1344,332,5.908,2.1746,3,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1038680,3.5946,2,0,1028096,0,2,1344,332,3.4714,2.2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29792,5.2378,5,1024,36864,4848,2,17728,332,3.4645,1.6362,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49960,7.2082,2,0,40960,0,3,16736,34404,6.8942,4.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238144,6.4158,6,1084928,1257472,1085632,2,16736,34404,6.4054,4.4915,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62168,6.0039,7,13312,65536,11600,3,16736,34404,5.9444,3.55,6,45,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9313376,6.1929,3,9294848,9322496,9302670,3,34112,332,6.1903,3.1029,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15632,6.7388,3,2560,32768,10458,3,34144,332,5.3031,2.6564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206880,6.291,3,193536,221184,201610,3,34144,332,6.2285,3.1619,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379640,5.8614,7,782336,1380352,461888,2,16736,34404,6.329,4.3342,13,247,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
136976,3.9036,2,0,135168,0,2,352,34404,3.3746,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8173856,6.5043,7,6728704,8187904,6232800,2,16736,34404,6.4417,5.0123,4,137,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
5077072,6.5818,11,4144640,5349376,1509008,2,49504,34404,6.5456,3.6346,16,405,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
542992,6.7504,3,475136,532480,0,3,33120,34404,6.8086,5.7504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956288,6.177,8,679936,970752,659872,3,16736,34404,6.3566,4.3665,10,242,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19136,7.0303,2,1536,12288,0,3,1344,332,4.7011,3.9976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852296,6.7465,4,1701888,1875968,1433696,3,16704,332,6.7418,4.866,6,242,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
884696,5.0311,7,31744,888832,29632,3,16736,34404,6.4307,3.8005,9,67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
32275,6.1498,10,23040,65536,5152,3,1344,332,6.4495,2.4472,3,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1140520,4.7473,8,374272,1146880,352080,2,49504,34404,6.322,3.6933,17,292,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7100112,6.4796,10,5444096,7151616,3882336,3,16736,34404,6.4249,3.8191,3,134,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
19136,7.012,2,1536,12288,0,3,1344,332,4.4954,3.8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176512,6.0259,7,97792,176128,93408,3,16736,34404,6.1434,3.8466,15,116,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
370560,5.9585,6,209920,380928,197008,3,49504,34404,6.2545,4.8669,58,260,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
932168,5.9724,7,514560,929792,83856,3,16736,34404,6.2812,4.6502,15,141,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
29280,5.3583,5,1024,36864,4848,2,17728,332,3.6785,1.6788,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152688,6.363,3,134144,163840,141902,3,34112,332,6.1834,3.079,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77077,6.0113,10,46592,102400,4096,3,32768,34404,6.1843,3.11,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887128,5.6667,7,539136,954368,529680,3,16736,34404,6.4766,3.9736,14,239,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
243120,6.5676,2,0,233472,0,3,16736,34404,6.4623,3.7489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15379,5.2507,10,7680,49152,5152,3,1344,332,6.2894,2.2317,3,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33156528,6.2662,8,13504512,33566720,536352,3,33120,34404,6.0963,4.8629,1,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5879728,6.4627,7,3558400,5890048,3559552,2,352,34404,6.4498,4.7479,18,476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
674240,6.4307,8,569856,823296,567584,2,49504,34404,6.4477,4.0859,18,240,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10919304,6.1689,7,3244544,11296768,2605228,3,352,34404,6.3932,5.1174,17,329,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
666192,6.0088,3,653312,679936,658170,3,34144,332,5.983,2.9086,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100574,6.1556,10,82432,131072,4592,3,352,34404,6.2121,3.1285,3,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43959,5.7049,10,23040,73728,4096,3,32768,34404,6.0619,2.8154,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260920,5.7426,3,1249280,1277952,1257030,3,34112,332,5.7284,3.077,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29120,6.753,3,8704,40960,16558,3,34112,332,5.1347,3.0696,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300048,6.3438,9,335872,1331200,48432,3,16736,34404,6.5106,3.7427,1,92,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
254544,6.2854,7,175616,278528,58240,3,16736,34404,6.3247,4.0453,10,101,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
47552,6.5867,5,14336,40960,13197,3,320,332,6.3881,4.5669,9,73,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
60248,5.6068,7,6144,65536,5632,3,16736,34404,5.6373,3.7524,6,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9001760,3.2499,2,0,8994816,0,3,1344,332,3.2359,2.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80896,6.7286,5,52224,94208,53504,2,16704,332,6.6893,4.4356,6,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48952,7.419,2,0,40960,0,3,16736,34404,7.3482,4.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336403,6.4176,10,261632,368640,5152,3,1344,332,6.4363,2.6211,3,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
417888,6.0187,9,189952,442368,98176,2,16736,34404,6.4698,4.5575,1,118,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27208,6.4111,3,14336,40960,22234,3,34112,332,5.6817,3.054,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60312,6.0195,7,13824,69632,12016,3,16736,34404,6.0855,3.3332,7,56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
475216,6.6471,7,359936,487424,188928,3,16704,332,6.6714,3.6626,9,179,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
511486,6.1272,10,368128,524288,4096,3,32768,34404,6.2611,3.7263,4,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634744,5.816,7,456192,638976,9281,2,320,332,6.2428,3.7712,10,538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21523,5.5848,10,11264,53248,5152,3,1344,332,6.1511,2.391,3,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81248,5.0375,2,0,73728,0,2,1344,332,3.8453,2.4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9414176,6.5023,10,7430656,9461760,7235484,2,352,34404,6.4925,3.4078,4,110,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
10781,3.9568,10,3584,45056,5952,3,0,34404,5.2566,1.8532,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215704,6.1048,2,187392,204800,0,3,34112,34404,5.8921,4.0615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5435456,6.4659,7,3799552,5451776,3678512,3,16736,34404,6.4446,4.8415,7,357,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
186456,6.2457,2,0,180224,0,3,16736,34404,6.085,3.7818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001808,6.4901,12,3495424,5218304,1123552,2,49504,34404,6.5459,3.8555,3,259,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
149479,6.2514,10,98304,176128,4096,3,32768,34404,6.2737,3.6027,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40992,6.3798,3,28160,57344,35914,3,34144,332,6.0143,2.8416,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071704,6.7014,2,0,5062656,0,3,1344,332,6.6966,4.1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404896,5.4887,5,160768,409600,149664,2,16736,34404,6.213,4.7667,32,168,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
40237,5.6886,10,20480,69632,4096,3,32768,34404,6.0461,2.8637,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151544,6.0727,9,582656,1171456,4880,3,16736,34404,6.3941,3.5505,1,89,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
284564,5.8767,10,130560,311296,5184,3,352,34404,6.2447,3.6576,6,170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24280,5.3731,10,13824,57344,16080,3,0,34404,5.9987,2.1692,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80880,6.9205,5,56832,77824,55696,3,16704,332,6.5941,4.9067,6,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244325,6.1812,10,152576,258048,154800,3,0,34404,5.9553,3.2111,7,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134872,6.6782,8,77824,122880,66448,3,16736,34404,6.4071,3.673,6,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4508040,6.1557,6,3761152,4521984,963708,2,352,34404,6.3692,5.0667,8,766,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0
156488,6.0846,7,79872,159744,75008,3,16736,34404,6.2672,4.129,19,153,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
123472,6.5518,8,77824,122880,66656,3,16736,34404,6.402,3.7013,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38419,5.9462,10,25600,73728,5152,3,1344,332,6.2892,2.4376,4,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53552,6.6862,2,0,45056,0,3,16736,34404,6.1683,3.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15526320,6.2203,9,6765568,15904768,528640,3,33120,34404,6.1174,4.2054,1,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1945480,5.5843,8,903680,1945600,718672,2,49504,34404,6.4101,4.3142,19,334,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6957952,6.2012,7,4354048,6963200,3840144,3,49504,34404,6.4265,4.6493,9,364,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
46684,5.9198,10,32256,77824,4592,3,352,34404,6.1959,2.6539,3,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24131,5.0998,10,9728,53248,4096,3,32768,34404,5.8195,2.529,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118472,6.3209,6,67584,118784,62768,3,16736,34404,6.2682,3.7269,12,74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19648,6.9785,2,0,12288,0,3,352,34404,4.443,3.8685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19648,6.9764,2,2048,12288,0,3,1344,332,4.437,3.8656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45440,6.108,3,33792,65536,41558,3,34144,332,5.7765,2.9794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121424,6.1394,8,58368,135168,5792,3,16736,34404,6.4572,3.6526,1,80,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
77942,6.0212,10,55808,950272,4096,3,32768,34404,6.1815,2.8602,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18624,7.0607,2,1024,12288,0,3,1344,332,4.7148,4.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502936,6.4387,10,361984,528384,72384,3,16736,34404,6.4908,3.716,1,92,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
439827,6.6272,10,340480,471040,5152,3,1344,332,6.6034,2.9705,4,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
204120,6.6183,5,116736,196608,106468,2,320,332,6.5736,5.1754,14,255,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
59392,5.7647,3,56832,81920,64978,3,34144,332,5.878,2.8658,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762056,6.4323,7,2157056,2789376,1069520,3,16736,34404,6.516,4.6202,16,462,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3091536,6.6821,9,2479616,4657152,1987456,3,16736,34404,6.6842,3.8122,1,105,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
81920,5.8402,10,49664,118784,4096,3,32768,34404,6.1712,2.9896,4,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4741552,6.4229,8,3551232,4771840,1494368,3,16736,34404,6.4304,3.3481,3,131,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1708656,6.9119,10,970752,1724416,784532,2,33120,34404,7.824,4.1994,8,348,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0
26131,5.789,10,17920,61440,5152,3,1344,332,6.1901,2.362,3,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311072,4.2399,2,0,311296,0,2,352,34404,4.0642,3.5793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038680,3.5946,2,0,1028096,0,2,1344,332,3.4714,2.2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50048,6.2195,6,25600,61440,25040,3,16736,34404,6.2702,4.0896,7,79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44336,7.1257,2,0,36864,0,3,16736,34404,6.8739,4.1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5435456,6.4659,7,3799552,5451776,3678512,3,16736,34404,6.4446,4.8415,7,357,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
366872,5.9009,6,165888,368640,162928,3,16736,34404,6.252,4.8446,12,111,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
120864,5.3345,8,61440,110592,7728,3,16736,34404,6.0067,2.1641,28,93,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16384,4.4571,6,4096,32768,5280,3,16736,34404,5.5876,3.2409,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15624,6.7678,3,2560,32768,10522,3,34144,332,5.4102,2.7339,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117912,6.1482,8,56320,131072,5712,3,16736,34404,6.4626,3.6323,1,75,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
309528,6.5718,3,270336,299008,0,3,33120,34404,6.6711,4.8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22720,6.8308,2,0,16384,0,3,352,34404,4.6901,3.9919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18352,6.6672,3,5120,32768,12894,3,34112,332,4.9523,2.8353,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7547312,6.1892,8,3489280,7933952,429088,3,33120,34404,6.1528,4.1312,1,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75648,6.2514,6,49664,86016,49248,3,16736,34404,6.2277,4.0217,14,115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
193504,6.0142,6,114688,196608,107200,3,16736,34404,6.1011,4.8326,14,267,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2207064,6.1219,7,1242624,2211840,4736,3,16736,34404,6.466,4.3662,15,276,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
235568,5.228,3,207360,237568,215118,3,34112,332,4.785,2.3489,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22685848,7.753,11,7664128,84606976,7470880,3,16736,34404,7.9782,4.1582,6,186,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
33823,5.6654,10,16896,69632,4096,3,32768,34404,6.0987,2.8173,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346528,6.4733,7,263680,368640,260320,3,16736,34404,6.4509,4.3237,15,166,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27744,5.7677,5,1024,36864,4848,2,17728,332,4.1679,1.775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15624,6.7939,3,2560,32768,10614,3,34144,332,5.5486,2.8082,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29792,5.6904,5,1024,36864,4848,2,17728,332,4.1606,1.7758,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16511,5.0031,10,6656,49152,4096,3,32768,34404,5.6286,2.3366,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003304,5.6078,7,448000,1011712,428688,3,16736,34404,6.3555,4.2381,16,310,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
50488,7.1957,2,0,40960,0,3,16736,34404,6.9166,4.1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163536,6.3821,7,65536,163840,64336,3,16736,34404,6.4211,3.975,7,99,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
49624,6.2138,6,23040,57344,5024,2,16736,34404,6.0166,3.0303,4,71,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
181344,5.8277,3,169472,196608,177438,3,34112,332,5.7258,2.8898,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395456,6.0428,6,246784,397312,208128,2,16736,34404,6.2349,4.1248,9,205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19136,7.0156,2,0,12288,0,3,352,34404,4.486,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22472,7.0491,2,0,12288,0,2,16736,34404,5.5639,3.5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
